A,B,C,D,E
0.37087174218001706,0.6205118743254645,0.2264030032700265,0.3174563739398141,0.20590885262242986
0.16576298484475172,0.27727396958102024,0.8504410046358443,0.2864737721922561,0.21740682899497998
0.6145937533788274,0.856832512267916,0.5978256807792985,0.5355402917759223,0.2792703273409257
0.9041010983168246,0.8672725856286468,0.3372554741089928,0.3208089946240229,0.7707836355097336
0.2521631048273224,0.9251163563963815,0.6667287134561055,0.2974792707381885,0.08270615056384045
0.5902492191273712,0.8415320978826327,0.4406948355137663,0.9877776587427872,0.5879937088106756
0.4258200035000913,0.8211916071656983,0.6011846317522762,0.8940889907601157,0.3658318587085517
0.41926509436200954,0.4336913025294733,0.4761007223692817,0.06094890947314757,0.008254119289143547
0.18195083098361586,0.16559033277744584,0.6116672148662552,0.47399332154982543,0.4612353038743935
0.2896251509282707,0.8468298234334906,0.20458500250043077,0.75113773461988,0.6911745247301245
0.7337577315142342,0.8936698495653459,0.5701469699277578,0.45515752499013773,0.27985483045943016
0.6639926184593734,0.9680125539587953,0.08607930298940014,0.9067086082927431,0.013879930235777937
0.673852438440914,0.8920666807223641,0.7625672813786998,0.29883608089550806,0.9289825443431975
0.10556954089247694,0.7201927802817206,0.04254213257574202,0.6534423563866861,0.7069537865560089
0.7087014362009526,0.8502499539799963,0.3654798123255041,0.33227981391360173,0.40047461232717685
0.09058753342663994,0.6080806661287129,0.6992777351226601,0.459696592301724,0.6819989498307732
0.2899774073266488,0.6999351920116281,0.5557162308491224,0.7792552751858389,0.4244458275351165
0.7330599038311892,0.8031437237204682,0.46617951481139164,0.9505392905458306,0.707316186633243
0.9463737134471355,0.9604260912414068,0.162939263077301,0.5722014496661196,0.30996372139612094
0.6221426272113557,0.6746714469768101,0.1545167471127472,0.9881038133725002,0.686496093509991
0.34715874585835893,0.8569577209436752,0.9545297046772916,0.5609367178565169,0.08328850635093388
0.30439952950030147,0.5633277057273814,0.8524025057476129,0.6144141785457541,0.3185436316838032
0.6737879356315543,0.7747099148901363,0.023799491168408404,0.5193899935429422,0.7951427854560273
0.6331371703600578,0.17780143415239735,0.7023067198983003,0.2980419392788185,0.6970460570783988
0.4664402804347434,0.5205734518530409,0.10434044123264075,0.903223835648914,0.5075004887930001
0.3425461491353343,0.5446374044713762,0.5206821998978546,0.8622730586137504,0.6216301031540599
0.6974678246187832,0.3723104786402298,0.06466955225791515,0.17821133874366524,0.09424705657022137
0.6024902658529407,0.5810645814926032,0.6368813803217664,0.8873583540804448,0.06679550631219866
0.7236770329693726,0.7299396554420055,0.47617611196789744,0.04935400674148904,0.12028278586317465
0.16222709317301753,0.4449958086754713,0.856873151570963,0.5429297304629774,0.5767043373260041
0.3820638888284068,0.7588199164753306,0.23317896045119624,0.7167086783555117,0.6255984928708684
0.363749688571691,0.5339138839277249,0.20910826605503186,0.38688022370363306,0.613639576109191
0.0960044520492731,0.6231374260756489,0.3393389877819789,0.46690603686399523,0.2888461496686362
0.7978566478704522,0.8983262409623756,0.400792509841401,0.18110064303206364,0.366724009689108
0.5489184529050858,0.1239955421069574,0.1722163907456411,0.4326148654450056,0.48159093256037444
0.4231424616486652,0.6612566058832684,0.5986479111455002,0.9189684721462155,0.9963992033353833
0.8068763803001388,0.7048236845295356,0.4593607218419351,0.7276262413763208,0.5435481302671397
0.9820596325533848,0.05293919795574764,0.1644503007815562,0.82799118197878,0.05670361627199638
0.7667108765561215,0.07416104942867108,0.2723202591170829,0.045606496468839075,0.22144080313445247
0.7481219838526729,0.11716614829566463,0.7573617301334364,0.1747624086618541,0.9028644698408266
0.8924454332944166,0.47871348340548714,0.9572553754911801,0.6983610591714572,0.9732116761790512
0.19320522983975508,0.8732764018830613,0.6052294377428451,0.09866761081518294,0.20951291733060162
0.2675339194850125,0.03565645870025658,0.8574727591502754,0.15097467722388425,0.05402705260403917
0.5464487820224203,0.21047789006608053,0.1270488660109802,0.060604300117684806,0.724829112593438
0.9199488036562969,0.32139984197840255,0.9237278477662486,0.8049879227937257,0.2362111028166778
0.08411753934911492,0.6895009233341831,0.17173515438248022,0.11406943310138484,0.7131017676118786
0.15914170077310785,0.16946454619809204,0.7159693635225942,0.4071924143248761,0.9431182598873624
0.8987152487988748,0.9007723047007108,0.7037138954790259,0.9149528324805535,0.9324179034390734
0.9182939094018147,0.8828147498745511,0.13060169931871657,0.046873629974791386,0.5252166523649723
0.405109805213993,0.967943212345396,0.07587085840959673,0.5384691820462812,0.5353555071299072
0.1588848753723312,0.2174423997462107,0.755012470886288,0.8467374655726413,0.08516916841189137
0.9059254785397703,0.8118333483684077,0.6398928673156883,0.9068762382154664,0.3120540078143076
0.5325840564774192,0.3109885087643136,0.6121384586817828,0.8665929485565506,0.3755830754325049
0.4491680950597068,0.36760953853924627,0.5794082800161324,0.6439567047780695,0.49382973011188847
0.38441847899469794,0.9190272181438806,0.8554446012394356,0.900421458679673,0.9835125339144809
0.515371644242441,0.011177367032447205,0.33250826185313276,0.6546535681900131,0.2646284781700162
0.7446871953760296,0.2425079076844242,0.9437884687186764,0.028564499201761295,0.0798497112383344
0.14976929167487163,0.03118288792484114,0.49055574097914423,0.8492911501413775,0.6467154846560219
0.1838280354472802,0.5386249286712295,0.3721464055793948,0.6687038533376123,0.480359336703978
0.13708956499860736,0.24465183719321326,0.9563215644018058,0.03529035246742074,0.229179459956925
0.3429918698062633,0.4861107414111645,0.9856315771824081,0.2898080107016182,0.38241865878972914
0.24106099272430137,0.7304067922576643,0.8246391110685828,0.4744956774189063,0.5433434787260867
0.05726820324066473,0.17626132395199967,0.7718167166891508,0.625525404748445,0.6183652699113015
0.20299798809188707,0.7208101519064244,0.8268589447652859,0.6320155026919009,0.8064922727710155
0.9789404947291047,0.606065607425527,0.24968995692073592,0.2518683420293576,0.13165575162542353
0.42677800034245106,0.8906265298619452,0.5551697317878891,0.43877242631652047,0.08287096546825945
0.4201729876398703,0.5549888190316635,0.3774574450668803,0.36663972880263773,0.355371354795856
0.11581194099790382,0.9429723350318002,0.987758392371891,0.9749481070085526,0.13241948527213787
0.287921379281485,0.4245508220372489,0.03227426008813228,0.10924711474340532,0.7924525615912031
0.9252567196172238,0.5562189029458178,0.7827235885329605,0.14587998662954937,0.44483876909294695
0.9353991327003074,0.8666125640909088,0.673033534208691,0.9129346135140193,0.8608244230859825
0.6699783642101717,0.1787170313191564,0.8656211382278156,0.20421947272690644,0.5400191529515004
0.8411004249186512,0.32005708723596304,0.8456934523672638,0.31730326525950237,0.9622559275731362
0.28562168774732355,0.7173133384005655,0.0691684952796251,0.8967373159467845,0.5770791951543365
0.6676755313525443,0.6108464177156347,0.9965457566011283,0.13614378309978836,0.940542620627705
0.05879212667314915,0.44976947021299485,0.39988233254904904,0.012415244289118887,0.380475889922792
0.013075660085313578,0.6385894283143635,0.9427860763639883,0.3588025430308134,0.726444888824876
0.23830655385685462,0.8549412578776021,0.3746217990347841,0.9724872527035843,0.9666891581626799
0.9753187647228455,0.5140667353912386,0.19402950868395696,0.4994283107004507,0.8807783001103501
0.7578506698938624,0.16262657885148535,0.8743060773903729,0.9589545986425434,0.2980569459149487
0.8368351646345469,0.8381584777851231,0.7594299796041794,0.5402799010064578,0.9954071718323269
0.5421240121497396,0.7010076821480067,0.39830334838279635,0.825437656080117,0.4832463659285512
0.5733714362350377,0.33078329434340026,0.10697330499189073,0.4021770994367748,0.9792727867582355
0.26020306713956287,0.7241955124116202,0.05186595222140589,0.07188019771941923,0.036131256458796335
0.5698139208999182,0.33185697874866626,0.23144715401442295,0.26491829330168726,0.6323009386911252
0.13839504422388693,0.9260881905587043,0.6135900029554479,0.1280328486717397,0.11503030520100144
0.07419875032133216,0.4596013755943146,0.07116318347873685,0.9929629982489264,0.1296523865307604
0.05767658904231865,0.9314315842921803,0.6911208118457591,0.4544396422165943,0.6683281672011455
0.6079031048503482,0.6981529097521463,0.48381176917186697,0.7588068186463391,0.31201356535501956
0.1603807121233708,0.6027569308733743,0.4311476714808824,0.6024948201210644,0.1134483659481863
0.08388709583428766,0.8484308862369874,0.2791131861801015,0.06792395791115458,0.7489724330096368
0.9784120936383213,0.04866488960143023,0.6300714482892171,0.8139305321082261,0.745946785688992
0.4482795775730374,0.1208877460527723,0.025854837843245826,0.5794444599961419,0.990083430940346
0.5449713981392704,0.6285250299803562,0.2692877632373055,0.30039209157061986,0.8546570473436829
0.2608797319183155,0.06859388664409327,0.6747008155206676,0.21664173280203858,0.9394942339087307
0.4640634615396556,0.9874028026406577,0.26849684732600965,0.36649731400642793,0.4087784445067508
0.23502361015004858,0.7635962700284604,0.6435377231603518,0.5670276248594196,0.09452646106790286
0.7312262548784696,0.13293873263929368,0.6966482854797518,0.9638393474190029,0.781397509771089
0.4482007847770132,0.1318740260787865,0.5602554347720631,0.3984909795242576,0.5578020506790453
0.5855748004178695,0.5203636389622541,0.558689882991707,0.4152258475946681,0.3114642955308883
0.9624680264214093,0.9804599000412649,0.04152540072680366,0.6845216743290536,0.3660567772689516
0.3538219278102772,0.20613497158916927,0.09520945563566319,0.10036176453274936,0.6948449667066724
0.20138716818408287,0.7594212176739273,0.7126422584448509,0.3251784351968958,0.4044870463974778
0.63745293434715,0.20669090062172946,0.38727233354483004,0.48376696741818925,0.26444270506048273
0.316302880975702,0.5692972426100945,0.5435924556739616,0.8702698606742062,0.44587503538041906
0.4958460320436643,0.021925917075727663,0.9704979238724327,0.027860543030850726,0.36765710453469114
0.37672139062919485,0.08944492690399153,0.2647892935739766,0.9875816215221576,0.7937339112900089
0.6909157471967853,0.23109825761416614,0.35188840137373845,0.47234546641014874,0.5996759251368
0.2572210553064166,0.20212394108399845,0.6024952611167081,0.7731030336040267,0.23267683801022443
0.642370264449808,0.2209420611955255,0.98419891219016,0.41550284629898193,0.416252942722407
0.20762354092839086,0.20394273054784662,0.35863091977134887,0.12059757635493418,0.06897959465462689
0.482194199776972,0.9238505321943858,0.6609376066822966,0.5513565837607308,0.9417597070715522
0.6310441714494093,0.7898063639625102,0.17837374043705378,0.4575533711187293,0.9166026121420506
0.5173432272713582,0.7645586143264749,0.6985719259444523,0.11050461817942903,0.3426215045116029
0.7114072447422187,0.4734943187431978,0.10854485885375698,0.5214785954819049,0.1679895903528119
0.48806814702635415,0.7035393929246667,0.3651173244143979,0.05403696759629972,0.697627468308299
0.7664357324689908,0.8625464201554381,0.9209564121926496,0.06492246781694733,0.4085338466157208
0.15039452128863295,0.4859444441651566,0.7410342865830101,0.1364574788150189,0.6370418242852953
0.100439504280887,0.5512522556937296,0.35687881276257793,0.6944195114707097,0.3258832150548244
0.3759231315189776,0.5859522822594454,0.7879350330695483,0.024343558582823,0.094620788103012
0.4725228259196642,0.21534278511182525,0.05293624055318291,0.4059005768613647,0.6981288942861917
0.6761511948514807,0.6426557090450281,0.7192926963220437,0.49454638073966195,0.6785939923934825
0.951843210060261,0.19588203854556174,0.12060350150846322,0.06056096882544648,0.5144095712030811
0.3159287859183132,0.5374168388707099,0.4800774454689479,0.6226418881278893,0.3031362602650711
0.8645321174009238,0.22901923220488452,0.8375800894469351,0.19957287343529828,0.07152605353752783
0.7037848594410278,0.24625866976809008,0.2145994791122452,0.19874039865740123,0.39557545602649835
0.4987771187004011,0.9892366978820971,0.4445603632468942,0.07983886737435486,0.45701208559753514
0.15104704348211817,0.9340662440247125,0.6538613840973756,0.7931302511749936,0.435064355239669
0.7636410977280235,0.2903797844158986,0.814731905397847,0.3959614537648274,0.33016329251107623
0.6632335750864068,0.3862307932728303,0.17550585249427242,0.2866966182526621,0.3042169200008812
0.882423474736435,0.06454066955376847,0.4373003469207243,0.9126195731130661,0.39209742459340147
0.8730336093163333,0.6724716725982762,0.6221586303138308,0.7162924199617219,0.7588842358885644
0.3816088994787815,0.15460057754891698,0.10711741340959069,0.8127647705342219,0.1996418561536878
0.2251227105760396,0.066285618388771,0.21754516739215324,0.38268633546463293,0.07619291029049335
0.5337797104233195,0.11483330568065175,0.792731355636472,0.05791966030003004,0.3091175971498693
0.05403746170723234,0.8750743435128387,0.3078444465296628,0.4175332868842142,0.2875690304031716
0.7231376358321052,0.7212402095707701,0.6185549686810798,0.8078198494796462,0.7985207274192206
0.27427434390344985,0.5890030598044963,0.4816868305586969,0.9503543446574189,0.8166045957929875
0.7924869945902775,0.32747386962509006,0.22391707084445855,0.9952290022180696,0.7217609200653966
0.7507823972501042,0.5087639914301797,0.4505830903962952,0.16157062192138116,0.47739448276362495
0.7338764399023022,0.8220826539402861,0.5683210213654849,0.4263100868774379,0.9286147937326564
0.27119487119395413,0.33328505595350755,0.2885371374450689,0.6299698581102694,0.22427206427305468
0.6833164059848387,0.39584914941823157,0.1660913056702904,0.1846723850341876,0.38681236834841715
0.13156634938829215,0.935260896155912,0.49046617160509887,0.44552692578637676,0.41876407292950946
0.9150691854652719,0.08178648967617042,0.13232155488539843,0.35029209633222125,0.2551736320958311
0.3990667770350157,0.30125634621410957,0.7381556293570247,0.8030153930104248,0.7461365328936241
0.3769591389326479,0.8366585054034985,0.5609076295540636,0.48985744588378655,0.5094426110590943
0.6013192974285047,0.8145626804767648,0.5955871824008441,0.06624236949511186,0.701449786828967
0.29775862223777394,0.19111061460840273,0.2651369637578236,0.9892609885687027,0.941992657347708
0.7406784181423474,0.24362434818577128,0.840785860084436,0.46976632132473295,0.9903293973745365
0.1477871678486773,0.03050892499559721,0.8372749157363595,0.08074822378914281,0.4994510500400121
0.11176090141511152,0.5775108036399743,0.6400112259448112,0.7499517648692074,0.15250545573256513
0.34277167804104536,0.27813208837527725,0.7058285769745002,0.44487344441109333,0.3038224296578661
0.24506548220711044,0.424898670724316,0.07205243460420274,0.20620823783974074,0.21720649298892958
0.6570146023768347,0.1457202004532655,0.8618478100520264,0.9227317884464882,0.5864672916578093
0.9505918779729932,0.8065676440247757,0.41024174709743466,0.9304026920217365,0.2955018093654457
0.3821289987141485,0.6030795298066358,0.5506965168622151,0.26148071022628694,0.4852356228740816
0.6085708344087092,0.08567847417296426,0.3869520178209157,0.5452191051269504,0.8674807644459933
0.4432097745791621,0.9310588115444014,0.5935705278295826,0.6089849171089319,0.8866577269919095
0.6335021709344181,0.9721086739862956,0.8045183000106552,0.6011708679993886,0.5846509615604706
0.1882368924081237,0.2865478089116308,0.8202508587025513,0.005264297297531528,0.9898143079132572
0.026236245548747372,0.10920606314482173,0.501869857242602,0.5399554370145685,0.2867467966361956
0.05886949469463798,0.6140383449504276,0.9968520652112987,0.2819258116224843,0.46215114106072464
0.8845012018495682,0.03235503330923295,0.10317210319469816,0.8721118803036559,0.5167878371728427
0.07232414439580115,0.7136531462793182,0.3804379380324263,0.9238987755017836,0.23490604504910306
0.646671292125504,0.7088241941256951,0.4593178891139067,0.0957545705745404,0.14829877738619213
0.1528561372935603,0.8929456899442065,0.869297354682157,0.33165579918641697,0.8057044763405933
0.2983185511458152,0.47706077491360466,0.07528550220993768,0.9198607603443533,0.645493004974744
0.590390737162029,0.20063470861533705,0.8658492330659322,0.3511768159084303,0.2786713979239652
0.7356832223923754,0.9198351130551696,0.6298285609479014,0.9437571520755041,0.5712002351784407
0.2744157717715625,0.08164542730352242,0.13017107517744164,0.01575400465686627,0.7877480689548058
0.03387481341214715,0.7350266680311445,0.7274741440536744,0.8594376879039499,0.22811798594211663
0.8989763089950689,0.9193777477723218,0.6715367090993151,0.6937204337771261,0.9593573920855069
0.7736668730726279,0.8777574310511793,0.8358126916280848,0.6669952878423826,0.7150739483586442
0.15066848935673438,0.20482648248254376,0.6493362909938589,0.9402089256236259,0.05075313454625929
0.2446625082467213,0.5986895157901311,0.3961188301664008,0.6743841437570057,0.18252169836605114
0.7731000883343856,0.5371875176302181,0.09100636959901265,0.5154775380425307,0.7743476868304403
0.01266534652509399,0.45611630421518623,0.3656503921851537,0.40578548393906533,0.9311881222801797
0.8225759654806548,0.47486825786730313,0.8839171360307198,0.6647974946708887,0.3205316249040897
0.9289063408936424,0.3435667633418147,0.028360396581587066,0.23701417045323536,0.2195690214185234
0.772108820183576,0.663490142632808,0.1494259003007754,0.8186870118667888,0.5472105836440286
0.7109964345721583,0.6609221490010403,0.3559255410871006,0.6225533876540527,0.1726965368347173
0.9348719970912586,0.9693798474010342,0.99738522028721,0.6779019871843893,0.9637817023611362
0.46844683382935237,0.7399290750966768,0.536527237232263,0.6466698569114748,0.2782649026745976
0.9705253065851128,0.5358883768705007,0.5544811170277479,0.148253901396448,0.3123633858835505
0.44038619056057915,0.31185122515122443,0.6301319379788755,0.23242097221653835,0.8090410257741478
0.09921406823755119,0.7822345430052737,0.19502168218343896,0.03924495645079673,0.6807042443412231
0.8755200033703642,0.9915864876747629,0.14728039186943653,0.8572478445589848,0.9228486104875875
0.5754401365220132,0.8354016125019413,0.43308016277687433,0.60327374121387,0.33342935919186056
0.5770269116116358,0.8360403881635623,0.6369539830202302,0.8962945279402846,0.7047218606615284
0.3885579519246286,0.6915660322548173,0.7062731153700903,0.6059776340478684,0.9777853884775808
0.18824884704767786,0.9996889497950202,0.5709485308689676,0.2734544447369577,0.6159025976125531
0.5039449787920437,0.23444249132591743,0.21370925039581523,0.7539364077955271,0.45637294247735904
0.8974528899251218,0.07257054863462886,0.4218703088068678,0.7861432768097543,0.46900303445595914
0.6041506718274517,0.5097227133438429,0.5353959940300793,0.2412131102122551,0.06580125833989903
0.5914693441313702,0.6295737130493103,0.5921541141994475,0.40562606925947287,0.31037656087448195
0.9629344493844557,0.7669458659436575,0.905426521467127,0.2822619709926786,0.6099101496482868
0.12745272391308238,0.18238799214495205,0.5055391356890997,0.569629177258437,0.5768751182928397
0.9153979700821133,0.7565737645071097,0.2559402616191281,0.9537564547939898,0.033760632659679546
0.5465127673643646,0.3125852084218722,0.9766056782750392,0.980832994974655,0.6707019484327729
0.9063660267959763,0.6034976934716991,0.9493225168634232,0.8044524155509957,0.7546167840228427
0.14554943467656833,0.05227083620314166,0.22213175301965316,0.6126838402310423,0.6635355934481804
0.3856034697396423,0.8939660398638325,0.5331532950426962,0.2228022354070538,0.24402811221540577
0.7892885401745069,0.018920734047740195,0.6910310387817389,0.27398682052438683,0.8238121183300234
0.26101235017156144,0.6452334751913713,0.16980389795146578,0.27947726658717653,0.10741715682601294
0.856575287456899,0.5832482295614333,0.6334681135844615,0.21582106098842602,0.9532503707024171
0.9862285607134017,0.49562810305834126,0.3164127500572754,0.8346332148113269,0.38953683250469673
0.8616857255638707,0.5928999230280048,0.3293630020513023,0.5545332131357922,0.3565581722275536
0.676910138693212,0.8728455674094242,0.9212691058044793,0.8491986107583913,0.5649397753140183
0.11025758815885245,0.6107225687035658,0.9565234277569313,0.07473989621823951,0.18525965255082644
0.3659369911584638,0.6672944450805496,0.712643127289051,0.28436306854793536,0.7934402692321619
0.652772556970667,0.012418136862217377,0.7605248620387955,0.3778014799711562,0.9959957349730593
0.9417051968057607,0.09057291638701837,0.6157458861812596,0.5563302940288147,0.2517392844522295
0.9362028603147677,0.16125452882990776,0.1628450199266026,0.7934317375522796,0.3087343795523647
0.6101147785754589,0.5864102000055492,0.3503487542230289,0.5250721085284772,0.2486495799172076
0.8997257663468555,0.5720544324867403,0.5867016138876743,0.4878072552817303,0.9515312668517526
0.6617904855349334,0.9859908433643465,0.39522183011520984,0.49984027621396065,0.3476347887870309
0.4089185277632116,0.5358745433669024,0.2562468007509878,0.47357442858749876,0.7662479754742838
0.6390825408173879,0.8688337123925676,0.32192036057247686,0.22024709433010392,0.8561450414278227
0.9639458505185149,0.5386570517323584,0.7400244967947219,0.0784168548254609,0.4212158150615153
0.7291074067127193,0.9095572458211212,0.0026259181811973953,0.8325925121225628,0.43966382915488766
0.7385494708975646,0.4111268749883369,0.7225880291039003,0.45968268577191385,0.5649307134331163
0.811843515996887,0.13396583183414734,0.5764254380566537,0.8492070254198982,0.9027770518371658
0.6209076115544008,0.5679462664712749,0.0024332650987595184,0.8854348554813394,0.8195764084047403
0.76475518314786,0.3052487328155502,0.05430927491610138,0.7809719430214964,0.30388130126982427
0.2963896737902183,0.3968522137959831,0.5151533569083123,0.7144573271983365,0.1893314427647126
0.05862348074350565,0.036511825007173204,0.3508060179462952,0.09827813408547836,0.303995669676552
0.3998400630102822,0.6830569749341572,0.804257972872388,0.1548141498340425,0.3378562801534333
0.22933348289664524,0.32279742184658833,0.19781276011627436,0.21040736453181874,0.15954511709328822
0.7721102131396775,0.8974323691230127,0.25615719557620975,0.9789968271112672,0.8470461231365483
0.4428800766749318,0.6515750026385716,0.8914821474328856,0.5775858181060781,0.9909506350058809
0.671696183498133,0.2447425666176266,0.1645746453596939,0.5141973750371006,0.013567906553728526
0.5592478467399363,0.7274454085495146,0.6082429066458461,0.02590818305903031,0.7230545404382068
0.6101169005260567,0.2190118892930658,0.059944364510485126,0.7953671984184955,0.9462636266200792
0.5678288501647983,0.6000836673990617,0.9891232567361791,0.3420935831086682,0.5129859265838949
0.8862208303889796,0.6570051840862423,0.24677609806855616,0.6569633141607861,0.09324904553830127
0.515809031370937,0.5088048660124136,0.05988096335424964,0.6161807462524558,0.8491139534215992
0.18276903353537455,0.7889837803998976,0.23942534976199736,0.4702661258109694,0.5382628534250333
0.9423688259274517,0.3383227505751052,0.08784889849749367,0.6289776708751046,0.1094836375085042
0.7736897933566269,0.9716461763039271,0.1195510695375257,0.7510935611157201,0.8020277134901768
0.30535490797819764,0.22667810912141795,0.8855117260323149,0.6043345959668671,0.6045574134072367
0.7033590957307312,0.911950550177178,0.09731321579325947,0.203218734640366,0.8492196542489561
0.6457210496921368,0.8842808773884182,0.8482902713133551,0.04567585364541482,0.0014918892920549043
0.9078358147755282,0.1104230097135207,0.5646676989686616,0.9050574834688163,0.6751686305649658
0.4390421754011994,0.22625456095183683,0.24960961877598908,0.1789288450085501,0.5172454588526691
0.18256672330669843,0.5551999940675337,0.248394163905172,0.7049647814686396,0.9761629079679595
0.22812840324024275,0.18506669801651587,0.2964921619118903,0.42261775379827626,0.46139052474665765
0.7317873837701311,0.28166008776756113,0.8832971419575785,0.21187812700981445,0.8863361331193635
0.14131259925123218,0.8879179311600156,0.4072646978603649,0.7800323456006552,0.9657726743042303
0.21098531284764888,0.8580400135729109,0.7136599733385528,0.686631059620206,0.24230795507666458
0.8639568963129213,0.7528783770368713,0.42268568109843274,0.4863604692122129,0.725804666966877
0.5775689471394855,0.17655334831843394,0.9831477140035985,0.575260384386036,0.06477059619149894
0.835705308000416,0.8300314184909031,0.021374903870310047,0.3375248456275374,0.6288504292337236
0.9929256938218924,0.7312771135974921,0.0018720947789639952,0.8308705562185974,0.6975188769812027
0.588117699661881,0.06476886571812945,0.9401805518396738,0.8638986133051536,0.8832668625761544
0.38227511889891785,0.01126465317906411,0.9498547725151351,0.5220234526206087,0.1410286870008146
0.4082599605652305,0.9230614032094202,0.35164483975641403,0.39251420186941754,0.7546154688595021
0.13229926522448587,0.7028210713626099,0.3136956777790392,0.722844220049394,0.11498916848900187
0.952326024313639,0.4851087413247781,0.9770567379473399,0.6419589639728513,0.5330046872523019
0.7725229699947607,0.19810654226249202,0.4970061019976415,0.24813945720051722,0.7497478412234216
0.5477273663119336,0.9326100151307792,0.393455673580966,0.04526360082568659,0.6421484976601038
0.27722693443861013,0.603607508381697,0.8929670063735871,0.4831269477540522,0.9512596884271295
0.06373805772146424,0.23068742137679754,0.7951458747524762,0.27177402801670036,0.3753999428336101
0.4738316376072752,0.13748074161088153,0.01367631906217992,0.7001330628411907,0.5472216022730941
0.7436519359383211,0.1469926656464452,0.677487905027064,0.09283830081244193,0.8109430080983991
0.07419527808401272,0.16429880576993916,0.35250907434922696,0.1599283373381143,0.10887569523595553
0.8105070358838081,0.10554482869021009,0.008610052663118095,0.7664836575938535,0.5480583235681201
0.1797171520346833,0.12710576456685385,0.19705677480782824,0.1884658249382003,0.722931441446017
0.8350066060900045,0.27491441846130804,0.37592306128801767,0.5789763845861989,0.12584076585188853
0.9408212613448109,0.5261230228526315,0.8263765216107969,0.30408634667098644,0.7476044777507548
0.9481377977021862,0.6807757558373728,0.43733354536189395,0.5175995799668063,0.2938381623976253
0.4164577248904674,0.5349184920289808,0.2861411116781849,0.4080714601618648,0.14879049487682128
0.13997766117890365,0.0059165887049666965,0.7386094132861438,0.7875652961783237,0.7982321858765613
0.02465684454506878,0.39409178044021,0.653716104494579,0.11090203569609547,0.06532407170061572
0.42586864798026713,0.6291961316669366,0.27046906489009936,0.03157122772788945,0.6598951836038037
0.9099647726900261,0.46152143914666066,0.08933666502568283,0.05690195468020576,0.30101724104084815
0.4203068484585827,0.05299998833445252,0.1350555981762922,0.04358385895241135,0.9579320193462665
0.42890221832702313,0.7695581367081998,0.4046006069378201,0.6531332834866673,0.49777103683564794
0.5810555419677965,0.9712842608250492,0.8333657155343746,0.4496760882646271,0.1272618942726611
0.06599129658940683,0.8389983232846425,0.47235717550416567,0.024829912388976916,0.6309086437605588
0.2804351135507581,0.9868004778241282,0.17158736939589614,0.7414549000768125,0.7665191540978001
